law_name,section_ref,heading,body,body_clean,source,source_url,amended_up_to
Code of Criminal Procedure 1898,204,Issue of process,"204. Issue of process: (1) If in the opinion of a [Court] taking cognizance of an offence
there is sufficient ground of proceeding, and the case appears to be one in which,
according to the fourth column of the Second Schedule, a summons should issue in the
first instance, [it] shall issue his summons for the attendance of the accused. If the case
appears to be one in which, according to that column, a warrant should issue in the first
instance, [it] may issue a warrant, or, if [Court] or if [it] thinks fit, a summons, for causing
the accused to be brought or to appear at a certain time before such [Court] if as if it has
no jurisdiction itself some other Court having jurisdiction.
(2) Nothing in this section shall be deemed to affect the provisions of Section 90.
(3) When by any law for the time being in force any process-fees or other fees are
payable, no process shall be issued until the fees are paid, and if such fees are not paid
within a reasonable time, the Court may dismiss the complaint.
Words added by Item No. 79-A of Punjab Notification No. SO(J-ll) 1-8/75 (P-V), dated 21-3-1996 for Punjab and by
same Item No- of Islamabad Notification No. SRO No. 255 (l)/96, dated 8-4-1996 for Islamabad only.
Words inserted/subs. by Law Reforms Ordinance, XIl of 1972.","204. Issue of process: (1) If in the opinion of a [Court] taking cognizance of an offence
there is sufficient ground of proceeding, and the case appears to be one in which,
according to the fourth column of the Second Schedule, a summons should issue in the
first instance, [it] shall issue his summons for the attendance of the accused. If the case
appears to be one in which, according to that column, a warrant should issue in the first
instance, [it] may issue a warrant, or, if [Court] or if [it] thinks fit, a summons, for causing
the accused to be brought or to appear at a certain time before such [Court] if as if it has
no jurisdiction itself some other Court having jurisdiction.
(2) Nothing in this section shall be deemed to affect the provisions of Section 90.
(3) When by any law for the time being in force any process-fees or other fees are
payable, no process shall be issued until the fees are paid, and if such fees are not paid
within a reasonable time, the Court may dismiss the complaint.
Words added by Item No. 79-A of Punjab Notification No. SO(J-ll) 1-8/75 (P-V), dated 21-3-1996 for Punjab and by
same Item No- of Islamabad Notification No. SRO No. 255 (l)/96, dated 8-4-1996 for Islamabad only.
Words inserted/subs. by Law Reforms Ordinance, XIl of 1972.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,205,Magistrate may dispense with personal attendance of the accused,"205. Magistrate may dispense with personal attendance of the accused. (1)
Whenever a magistrate issues a summons, he may, if he sees reasons so to do, dispense
with the personal attendance of the accused, and permit him to appear by his pleader.
(2) But the Magistrate inquiring into or trying the case may, in his discretion at any stage of
the proceedings, direct the personal attendance of the accused, and, if necessary, enforce
such attendance in manner hereinbefore provided.
CHAPTER XVHI
OF INQUIRY INTO CASES TRIABLE BY THE COURT OF SESSION OR
HIGH COURT
206 to 220. [Omitted by Law Reforms Ordinance, XII of 1972].
CHAPTER XIX
OF THE CHARGE
Form of Charges","205. Magistrate may dispense with personal attendance of the accused. (1)
Whenever a magistrate issues a summons, he may, if he sees reasons so to do, dispense
with the personal attendance of the accused, and permit him to appear by his pleader.
(2) But the Magistrate inquiring into or trying the case may, in his discretion at any stage of
the proceedings, direct the personal attendance of the accused, and, if necessary, enforce
such attendance in manner hereinbefore provided.
CHAPTER XVHI
OF INQUIRY INTO CASES TRIABLE BY THE COURT OF SESSION OR
HIGH COURT
206 to 220. [Omitted by Law Reforms Ordinance, XII of 1972].
CHAPTER XIX
OF THE CHARGE
Form of Charges",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,221,Charge to state offence,"221. Charge to state offence: (1) Every charge under this Code shall state the offence
with which the accused is charged.
(2) Specific name of offence sufficient description: if the law, which creates the
offence, gives it any specific name, the offence may be-described in the charge by that
name only.
(3) How stated where offence has no specific name: If the law which creates the
offence does not give it any specific name, so much of the definition of the offence must
be stated as to give the accused notice of the matter with which he is charged
(4) The law and section of the law against which the offence is said to have been
committed shall be mentioned in the charge.
(5) What implied in charge: The fact that the charge is : made is equivalent to a
statement, that every legal condition required by law, to constitute the offence charged
was fulfilled in the particular case.
(6) Language of charge:- The charge shall be written either in English or in the language
of the Court.
(7) Previous conviction when to be set put: If the accused having been previously
convicted of any offence, Is liable, by reason of such previous conviction, to enhanced
punishment ,or to punishment of a different kind, for a subsequent offence, and it is
intended to prove such previous conviction for the purpose of affecting the punishment
which the Court may think fit to award for the subsequent offence, the fact, date and place
of the previous conviction shall be stated in the charge, if such statement has been
omitted, the Court may add it any time before sentence is passed.
Illustrations
(a) A is charged with the murder of B. This is equivalent to a statement .that As act fell
within the definition of murder given in Sections 299 and 300 of the Pakistan Penal Code
that it did not fall within any of the general exceptions of the same Code and that It did not
fall within any of the five exceptions to Section 300; or that if it did fall within Exception 1,
one or other of the three provisos to that exception apply to it.
(b) A is charged, under Section 3?-6 of the Pakistan Penal Code with voluntarily causing
grievous hurt to B by means of an instrument for shooting. This is equivalent to a
statement that the case was not provided for by Section 335 of the Pakistan Penal Code,
and that the general exceptions did not apply to it.
(c) A is accused of murder, cheating, theft, extortion, adultery or criminal intimidation or
using a false property-mark. The charge may state that A committed murder or cheating or
theft or extortion, or adultery, or criminal; intimidation or that he use a false property-mark,
without referenced the definitions to those crimes contained in the Pakistan Penal Code
but the sections, under which, the offence is punishable must, in each instance, be
referred to in the charge.
(d) A is charged under Section 184 of the Pakistan Penal Code with intentionally
obstructing a sale of property offered, for sale by the lawful authority of a public servant.
The charge should be in those words.","221. Charge to state offence: (1) Every charge under this Code shall state the offence
with which the accused is charged.
(2) Specific name of offence sufficient description: if the law, which creates the
offence, gives it any specific name, the offence may be-described in the charge by that
name only.
(3) How stated where offence has no specific name: If the law which creates the
offence does not give it any specific name, so much of the definition of the offence must
be stated as to give the accused notice of the matter with which he is charged
(4) The law and section of the law against which the offence is said to have been
committed shall be mentioned in the charge.
(5) What implied in charge: The fact that the charge is : made is equivalent to a
statement, that every legal condition required by law, to constitute the offence charged
was fulfilled in the particular case.
(6) Language of charge:- The charge shall be written either in English or in the language
of the Court.
(7) Previous conviction when to be set put: If the accused having been previously
convicted of any offence, Is liable, by reason of such previous conviction, to enhanced
punishment ,or to punishment of a different kind, for a subsequent offence, and it is
intended to prove such previous conviction for the purpose of affecting the punishment
which the Court may think fit to award for the subsequent offence, the fact, date and place
of the previous conviction shall be stated in the charge, if such statement has been
omitted, the Court may add it any time before sentence is passed.
Illustrations
(a) A is charged with the murder of B. This is equivalent to a statement .that As act fell
within the definition of murder given in Sections 299 and 300 of the Pakistan Penal Code
that it did not fall within any of the general exceptions of the same Code and that It did not
fall within any of the five exceptions to Section 300; or that if it did fall within Exception 1,
one or other of the three provisos to that exception apply to it.
(b) A is charged, under Section 3?-6 of the Pakistan Penal Code with voluntarily causing
grievous hurt to B by means of an instrument for shooting. This is equivalent to a
statement that the case was not provided for by Section 335 of the Pakistan Penal Code,
and that the general exceptions did not apply to it.
(c) A is accused of murder, cheating, theft, extortion, adultery or criminal intimidation or
using a false property-mark. The charge may state that A committed murder or cheating or
theft or extortion, or adultery, or criminal; intimidation or that he use a false property-mark,
without referenced the definitions to those crimes contained in the Pakistan Penal Code
but the sections, under which, the offence is punishable must, in each instance, be
referred to in the charge.
(d) A is charged under Section 184 of the Pakistan Penal Code with intentionally
obstructing a sale of property offered, for sale by the lawful authority of a public servant.
The charge should be in those words.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,222,"Particulars as to time, place and person","222. Particulars as to time, place and person : (1) The charge, shall contain such
particulars as to the time and place of the alleged offence, and the person (if any) against
whom, or the thing (if any) in respect of which, it was committed, as are reasonably
.sufficient to give the accused notice of the matter with which he is charged.
(2) When the accused is charged with criminal breach of trust or dishonest
misappropriation of money, it shall be sufficient to specify the gross sum in respect of
which the offence is alleged to have been committed, and the dates between which the
offence is alleged to have been committed, without specifying particular items or exact
dates, and the charge so framed shall be deemed to be a charge of one offence within the
meaning of Section 234 :
Provided that the time included between the first and last of such dates shall not exceed
one year.","222. Particulars as to time, place and person : (1) The charge, shall contain such
particulars as to the time and place of the alleged offence, and the person (if any) against
whom, or the thing (if any) in respect of which, it was committed, as are reasonably
.sufficient to give the accused notice of the matter with which he is charged.
(2) When the accused is charged with criminal breach of trust or dishonest
misappropriation of money, it shall be sufficient to specify the gross sum in respect of
which the offence is alleged to have been committed, and the dates between which the
offence is alleged to have been committed, without specifying particular items or exact
dates, and the charge so framed shall be deemed to be a charge of one offence within the
meaning of Section 234 :
Provided that the time included between the first and last of such dates shall not exceed
one year.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,223,When manner of committing offence must be stated,"223. When manner of committing offence must be stated: When the nature of the
case is such that the particulars mentioned in Sections 221 and 222 do not give the
accused sufficient notice of the matter with which he is charged, the charge shall also
contain such, particulars of the manner in which the alleged offence was committed as will
be sufficient for that purpose.
Illustrations
(a) A is accused of the theft of a certain article at a certain time and place. The charge
need not set out the manner in which the theft was affected.
(b) A is accused of cheating B at a given time and place, the charge must set out the
manner in which A cheated B.
(c) A is accused of giving false evidence at a given time and place. The charge must set
out, that portion of the evidence given by A which is alleged to be false.
(d) A is accused of obstructing B, a public servant, in the discharge of his public functions
at a given time and place. The charge must set out the manner in which A obstructed B in
the discharge of his functions.
(e) A is accused of the murder of B at a given time and place. The charge need not state
the manner in which A murdered B,
(f) A is accused of disobeying a direction of the law with intent to save from punishment.
The charge must set out the disobedience charged and the law infringed.","223. When manner of committing offence must be stated: When the nature of the
case is such that the particulars mentioned in Sections 221 and 222 do not give the
accused sufficient notice of the matter with which he is charged, the charge shall also
contain such, particulars of the manner in which the alleged offence was committed as will
be sufficient for that purpose.
Illustrations
(a) A is accused of the theft of a certain article at a certain time and place. The charge
need not set out the manner in which the theft was affected.
(b) A is accused of cheating B at a given time and place, the charge must set out the
manner in which A cheated B.
(c) A is accused of giving false evidence at a given time and place. The charge must set
out, that portion of the evidence given by A which is alleged to be false.
(d) A is accused of obstructing B, a public servant, in the discharge of his public functions
at a given time and place. The charge must set out the manner in which A obstructed B in
the discharge of his functions.
(e) A is accused of the murder of B at a given time and place. The charge need not state
the manner in which A murdered B,
(f) A is accused of disobeying a direction of the law with intent to save from punishment.
The charge must set out the disobedience charged and the law infringed.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,224,Words in charge taken in sense of taw under which offence is punishable,"224. Words in charge taken in sense of taw under which offence is punishable: In
every charge words used in describing an offence shall be deemed to have been used in
the sense attached to them respectively by the law under which such offence is
punishable.","224. Words in charge taken in sense of taw under which offence is punishable: In
every charge words used in describing an offence shall be deemed to have been used in
the sense attached to them respectively by the law under which such offence is
punishable.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,225,Effect of errors,"225. Effect of errors: No error in stating either the offence or the particulars required to
be stated in the charge, and no omission to state the offence or those particulars, shall
be regarded at any stage of the case as material, unless the accused was in fact misled
by such error or omission, and it has occasioned a failure of justice.
Illustrations
(a) A is charged under Section 242 of the Pakistan Penal Code, with ""having been in
possession of counterfeit coin, having known at the time when he became possessed
thereof that such coin was counterfeit,"" the word ""fraudulently"" being omitted in the
charge. Unless it appears that A was in fact misled by this omission, the error shall not be
regarded as material,
(b) A is charged with cheating B, and the manner in which he cheated B is not set out in
the charge, or is set out incorrectly. A defends himself, calls witnesses and gives his own
account of the transaction. The Court may infer from this that the omission to set out the
manner of the cheating is not material.
(c) A is charged with cheating B, and the manner in which he cheated S is not set out in
the charge. There were many transactions between A and B and A had no means of
knowing to which of them the charge referred and offered no defence. The Court may infer
from such facts that the omission to set out the manner of the cheating was, in the case a
material error.
(d) A is charged with the murder of Khuda Bakhsh on the 21st January, 1882. In fact, the
murdered person's name was Haider Bakhsh, and the date of the murder was the 20th
January, 1882. A was never charged with any murder but one, and had heard the trial
before the Magistrate, which referred exclusively to the case of Haider Bakhsh, The Court
may infer from these facts that A was not misled, and that the error in the charge was
immaterial.
(e) A was charged with murdering Haider Bakhsh on the 20th January, 1882, and Khuda
Bakhsh (who tried to arrest him for that murder) on the 21st January, 1882. When charged
for the murder of Haider Bakhsh. he was tried for the murder of Khuda Baksh- The
witnesses present in his defence were witnesses in the case of Haider Bakhsh- The Court
may infer from this that A was misled, and that the error was material.","225. Effect of errors: No error in stating either the offence or the particulars required to
be stated in the charge, and no omission to state the offence or those particulars, shall
be regarded at any stage of the case as material, unless the accused was in fact misled
by such error or omission, and it has occasioned a failure of justice.
Illustrations
(a) A is charged under Section 242 of the Pakistan Penal Code, with ""having been in
possession of counterfeit coin, having known at the time when he became possessed
thereof that such coin was counterfeit,"" the word ""fraudulently"" being omitted in the
charge. Unless it appears that A was in fact misled by this omission, the error shall not be
regarded as material,
(b) A is charged with cheating B, and the manner in which he cheated B is not set out in
the charge, or is set out incorrectly. A defends himself, calls witnesses and gives his own
account of the transaction. The Court may infer from this that the omission to set out the
manner of the cheating is not material.
(c) A is charged with cheating B, and the manner in which he cheated S is not set out in
the charge. There were many transactions between A and B and A had no means of
knowing to which of them the charge referred and offered no defence. The Court may infer
from such facts that the omission to set out the manner of the cheating was, in the case a
material error.
(d) A is charged with the murder of Khuda Bakhsh on the 21st January, 1882. In fact, the
murdered person's name was Haider Bakhsh, and the date of the murder was the 20th
January, 1882. A was never charged with any murder but one, and had heard the trial
before the Magistrate, which referred exclusively to the case of Haider Bakhsh, The Court
may infer from these facts that A was not misled, and that the error in the charge was
immaterial.
(e) A was charged with murdering Haider Bakhsh on the 20th January, 1882, and Khuda
Bakhsh (who tried to arrest him for that murder) on the 21st January, 1882. When charged
for the murder of Haider Bakhsh. he was tried for the murder of Khuda Baksh- The
witnesses present in his defence were witnesses in the case of Haider Bakhsh- The Court
may infer from this that A was misled, and that the error was material.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,226,Procedure on commitment without charge or with imperfect or erroneous charge,"226. Procedure on commitment without charge or with imperfect or erroneous charge:
[Omitted by Law Reforms Ordinance, XIl of 1972].","226. Procedure on commitment without charge or with imperfect or erroneous charge:
[Omitted by Law Reforms Ordinance, XIl of 1972].",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,227,Court may alter charge,"227. Court may alter charge: (1) Any Court may alter or add to any charge at any time
before judgment is pronounced.
(2) Every such alteration or addition shall be read and explained, to the accused.","227. Court may alter charge: (1) Any Court may alter or add to any charge at any time
before judgment is pronounced.
(2) Every such alteration or addition shall be read and explained, to the accused.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,228,When trial may proceed immediately after alteration,"228. When trial may proceed immediately after alteration: If the charge framed or
alteration or addition made under Section 227 is such that proceeding immediately
with the trial is not likely, in the opinion of the Court, to prejudice the accused in his
defence or the prosecution in the conduct of the case, the Court may, in its discretion,
after such charge or alteration or addition has been framed or made, proceed with the trial
as if the new or altered charge had been the original charge.","228. When trial may proceed immediately after alteration: If the charge framed or
alteration or addition made under Section 227 is such that proceeding immediately
with the trial is not likely, in the opinion of the Court, to prejudice the accused in his
defence or the prosecution in the conduct of the case, the Court may, in its discretion,
after such charge or alteration or addition has been framed or made, proceed with the trial
as if the new or altered charge had been the original charge.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,229,When new trial may be directed or trial suspended,"229. When new trial may be directed or trial suspended : If the new or altered or
added charge is such that proceeding immediately with the trial is likely, in the opinion of
the Court, to prejudice the accused or the prosecutor as aforesaid, the Court may either
direct a new trial or adjourn the trial for such period as may be necessary.","229. When new trial may be directed or trial suspended : If the new or altered or
added charge is such that proceeding immediately with the trial is likely, in the opinion of
the Court, to prejudice the accused or the prosecutor as aforesaid, the Court may either
direct a new trial or adjourn the trial for such period as may be necessary.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,230,Stay of proceedings If prosecution of offence in altered charge require,"230. Stay of proceedings If prosecution of offence in altered charge require
previous sanction : If the offence stated in the new or altered or added charge is one for
the prosecution of which previous Sanction is necessary, the case shall not be proceeded
with until such sanction is obtained, unless sanction has been already obtained for a
prosecution on the same facts as those on which the new or altered charge is founded.","230. Stay of proceedings If prosecution of offence in altered charge require
previous sanction : If the offence stated in the new or altered or added charge is one for
the prosecution of which previous Sanction is necessary, the case shall not be proceeded
with until such sanction is obtained, unless sanction has been already obtained for a
prosecution on the same facts as those on which the new or altered charge is founded.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,231,Recall of witnesses which charge altered,"231. Recall of witnesses which charge altered: Whenever a charge is altered or added
to by the Court after the commencement of the trial, the prosecutor and the accused shall
be allowed to recall or resummon, and examine with reference to such alteration or
addition, any witness who may have been examined, and also to call any further witness
whom the Court may think to be material.","231. Recall of witnesses which charge altered: Whenever a charge is altered or added
to by the Court after the commencement of the trial, the prosecutor and the accused shall
be allowed to recall or resummon, and examine with reference to such alteration or
addition, any witness who may have been examined, and also to call any further witness
whom the Court may think to be material.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,232,Effect of material error,"232. Effect of material error: (1) If any Appellate Court, or the High Court [or the Court of
Session] in the exercise of its powers of revision or of its powers under Chapter XXVII is
of opinion that any person convicted of an offence was misled in his defence by the
absence of a charge or by an error in the charge, it shall direct a new trial to be had upon
a charge framed in whatever manner it thinks fit.
(2) If the Court is of opinion that the facts of the case are such that no valid charge could
be preferred against the accused in respect of the facts proved, it shall quash the,
conviction.
Illustration
A is convicted of an offence, under Section 196 of the Pakistan Penal Code, upon a
charge which omits to state that he knew the evidence, which he corruptly used or
attempted to use ;as true or genuine, Was false or fabricated, if the Court thinks it
probable that A had such knowledge, and that he was misled in his defence by the
omission from the charge of the statement that he had it, it shall direct a new trial upon an
amended charge but if it appears probable from the proceedings that A had no such
knowledge, it shall quash the conviction.
Word inserted by Law Reforms Ordinance, XII of 1972.
Joinder of charges","232. Effect of material error: (1) If any Appellate Court, or the High Court [or the Court of
Session] in the exercise of its powers of revision or of its powers under Chapter XXVII is
of opinion that any person convicted of an offence was misled in his defence by the
absence of a charge or by an error in the charge, it shall direct a new trial to be had upon
a charge framed in whatever manner it thinks fit.
(2) If the Court is of opinion that the facts of the case are such that no valid charge could
be preferred against the accused in respect of the facts proved, it shall quash the,
conviction.
Illustration
A is convicted of an offence, under Section 196 of the Pakistan Penal Code, upon a
charge which omits to state that he knew the evidence, which he corruptly used or
attempted to use ;as true or genuine, Was false or fabricated, if the Court thinks it
probable that A had such knowledge, and that he was misled in his defence by the
omission from the charge of the statement that he had it, it shall direct a new trial upon an
amended charge but if it appears probable from the proceedings that A had no such
knowledge, it shall quash the conviction.
Word inserted by Law Reforms Ordinance, XII of 1972.
Joinder of charges",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,233,Separate charged for distinct offences,"233. Separate charged for distinct offences: For every distinct offence of which any
person is accused there shall be a separate charge, and every such charge shall be tried
separately except in the cases mentioned in Sections 234, 235, 236 and 239.
Illustrations
A is accused of a theft on one occasion, and of causing grievous hurt on another
occasion. A must be separately charged and separately tried for the theft and causing
grievous hurt.","233. Separate charged for distinct offences: For every distinct offence of which any
person is accused there shall be a separate charge, and every such charge shall be tried
separately except in the cases mentioned in Sections 234, 235, 236 and 239.
Illustrations
A is accused of a theft on one occasion, and of causing grievous hurt on another
occasion. A must be separately charged and separately tried for the theft and causing
grievous hurt.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,234,Three offences of same kind within year may be charged together,"234. Three offences of same kind within year may be charged together: (1) When a
person is accused of more offences than one of the same kind committed within the space
of twelve months from the first to the last of such offences, whether in respect of the same
person or not, he may be charged with, and tried at one trial for, any number of them not
exceeding three.
(2) Offences are of the same kind when they are punishable with the same amount of
punishment under the same section of the Pakistan Penal Code or of any special or local
law:
Provided that, for the purpose of this section, an offence punishable under Section 379 of
the Pakistan Penal Code shall be deemed to be an offence of the same kind as an offence
punishable under Section 380 of the said Code, and that an offence punishable under any
section of the Pakistan Penal Code, or of any special or local law, shall be deemed to be
an offence of the same kind as an attempt to commit such offence, when such an attempt
is an offence.","234. Three offences of same kind within year may be charged together: (1) When a
person is accused of more offences than one of the same kind committed within the space
of twelve months from the first to the last of such offences, whether in respect of the same
person or not, he may be charged with, and tried at one trial for, any number of them not
exceeding three.
(2) Offences are of the same kind when they are punishable with the same amount of
punishment under the same section of the Pakistan Penal Code or of any special or local
law:
Provided that, for the purpose of this section, an offence punishable under Section 379 of
the Pakistan Penal Code shall be deemed to be an offence of the same kind as an offence
punishable under Section 380 of the said Code, and that an offence punishable under any
section of the Pakistan Penal Code, or of any special or local law, shall be deemed to be
an offence of the same kind as an attempt to commit such offence, when such an attempt
is an offence.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
